;missing in:;chi2:;p_value;category;p_adj;type
6166;foxo1_mut;189.73292890778833;1.9209572122130666e-18;usp9x_mut;2.835305082299332e-17;gene-gene
6467;braf_mut;189.7238787486229;1.927536731203898e-18;thsd7a_mut;2.835305082299332e-17;gene-gene
6318;nt5e_mut;189.72387874862287;1.9275367312039257e-18;thsd7a_mut;2.835305082299332e-17;gene-gene
3041;stk11_mut;191.31778816885364;2.108987338003129e-18;arid1b_mut;3.0956921282831646e-17;gene-gene
1864;sbno1_mut;176.3965641761659;2.1327509478583996e-18;adgra2_mut;3.124010665133467e-17;gene-gene
5431;prr16_mut;172.397873963022;2.291396857047933e-18;pik3r1_mut;3.333037273226876e-17;gene-gene
5583;dtwd2_mut;172.38780940236202;2.300440345230401e-18;ctcf_mut;3.333037273226876e-17;gene-gene
5584;dtwd2_mut;172.38278522989515;2.3049680969430044e-18;asxl1_mut;3.333037273226876e-17;gene-gene
5733;ctnna1_mut;172.38278522989512;2.304968096943037e-18;asxl1_mut;3.333037273226876e-17;gene-gene
5435;prr16_mut;172.3827852298951;2.3049680969430707e-18;asxl1_mut;3.333037273226876e-17;gene-gene
5734;ctnna1_mut;172.37776645106476;2.309499849139198e-18;fancd2_mut;3.333037273226876e-17;gene-gene
5585;dtwd2_mut;172.37776645106476;2.309499849139198e-18;fancd2_mut;3.333037273226876e-17;gene-gene
4198;large1_mut;355.62677044099183;2.3136153964720695e-18;ahnak_mut;3.333037273226876e-17;gene-gene
4440;tumor_other_histologic_subtype;126.11828732175506;2.9110157488857973e-18;map3k13_mut;4.16788258964448e-17;clinic-gene
4586;oncotree_code;126.11828732175506;2.9110157488857973e-18;map3k13_mut;4.16788258964448e-17;clinic-gene
4732;cancer_type_detailed;126.11828732175506;2.9110157488857973e-18;map3k13_mut;4.16788258964448e-17;clinic-gene
4852;ppp2r2a_mut;145.7167100683067;3.0632812757415856e-18;ncoa3_mut;4.376921528344879e-17;gene-gene
5147;ldlrap1_mut;157.92868217054257;3.122700729755668e-18;arid2_mut;4.4527163262862964e-17;gene-gene
1816;sbno1_mut;354.230066872428;3.472288603878521e-18;ahnak_mut;4.941116186415321e-17;gene-gene
6719;nr3c1_mut;422.3072048074131;3.698877995291067e-18;syne1_mut;5.252857835995668e-17;gene-gene
6459;braf_mut;189.75564014732007;3.793072384735222e-18;arid1b_mut;5.364817156304729e-17;gene-gene
6161;foxo1_mut;189.75564014732004;3.793072384735274e-18;arid1b_mut;5.364817156304729e-17;gene-gene
5730;ctnna1_mut;172.397873963022;4.821936638159269e-18;asxl2_mut;6.806236624407841e-17;gene-gene
3338;ptpn22_mut;189.10443995650152;4.84233580659936e-18;lamb3_mut;6.807525207386363e-17;gene-gene
3487;tumor_size;189.1044399565015;4.84233580659943e-18;lamb3_mut;6.807525207386363e-17;clinic-gene
2259;fam20c_mut;421.1284724701849;5.075647850796907e-18;syne1_mut;7.121195087051804e-17;gene-gene
1081;fanca_mut;285.8758875095399;5.1665038004770996e-18;akap9_mut;7.234140692171042e-17;gene-gene
3712;flt3_mut;99.33541390692498;5.836403682017371e-18;prkg1_mut;8.155790505251074e-17;gene-gene
5236;clrn2_mut;316.3216662751546;5.961392342041625e-18;kmt2d_mut;8.297260616303989e-17;gene-gene
4938;nf2_mut;316.32166627515454;5.961392342041795e-18;kmt2d_mut;8.297260616303989e-17;gene-gene
931;myo1a_mut;271.0124238624629;6.342357599634197e-18;pde4dip_mut;8.80995080489943e-17;gene-gene
3151;sik2_mut;451.20850047117665;6.579816110480291e-18;kmt2c_mut;9.121661738874165e-17;gene-gene
6725;nr3c1_mut;315.73582898176033;7.117989829743284e-18;dnah2_mut;9.848197017904222e-17;gene-gene
6167;foxo1_mut;189.73292890778845;7.541459750405946e-18;setd2_mut;1.0352098089604985e-16;gene-gene
6316;nt5e_mut;189.73292890778845;7.541459750405946e-18;setd2_mut;1.0352098089604985e-16;gene-gene
6314;nt5e_mut;189.73292890778836;7.541459750406273e-18;ptprd_mut;1.0352098089604985e-16;gene-gene
6165;foxo1_mut;189.73292890778833;7.541459750406379e-18;ptprd_mut;1.0352098089604985e-16;gene-gene
6752;nr3c1_mut;210.93110825131387;7.588524363701308e-18;runx1_mut;1.0396278378270793e-16;gene-gene
1959;kdm3a_mut;554.6797311862902;7.960865098319888e-18;muc16_mut;1.0885041965158719e-16;gene-gene
2014;kdm3a_mut;176.39656417616587;9.08766091314847e-18;ubr5_mut;1.2401462265657883e-16;gene-gene
2116;er_status_measured_by_ihc;314.91012786954;9.135700934980923e-18;dnah2_mut;1.2442717823140686e-16;clinic-gene
3343;ptpn22_mut;189.05877638147706;9.693755939889603e-18;ptprd_mut;1.3177095866149545e-16;gene-gene
6025;magea8_mut;172.40291436867008;1.0002137172026444e-17;adgra2_mut;1.3543591554447634e-16;gene-gene
5429;prr16_mut;172.40291436867005;1.0002137172026592e-17;adgra2_mut;1.3543591554447634e-16;gene-gene
2201;er_status_measured_by_ihc;125.33289956212914;1.1081293799938324e-17;cdkn1b_mut;1.4975822007769646e-16;clinic-gene
2703;sik1_mut;552.8311553362275;1.2306412820308865e-17;muc16_mut;1.6599402775192672e-16;gene-gene
2152;er_status_measured_by_ihc;188.37742905765964;1.248990935821365e-17;ptprd_mut;1.6814450228485314e-16;clinic-gene
6604;ccnd3_mut;210.92707037145618;1.405213947984934e-17;nf1_mut;1.8881211258789875e-16;gene-gene
6159;foxo1_mut;189.76019717477487;1.4571817640636284e-17;ros1_mut;1.9504461658070333e-16;gene-gene
6457;braf_mut;189.7601971747749;1.4571817640636487e-17;ros1_mut;1.9504461658070333e-16;gene-gene
5143;ldlrap1_mut;157.93974403665152;1.5111606377226e-17;foxo3_mut;2.01882970855981e-16;gene-gene
4850;ppp2r2a_mut;145.72882943510587;1.6721345010593793e-17;aff2_mut;2.229619037958375e-16;gene-gene
3782;taf4b_mut;210.29258691942798;1.7598920862853456e-17;nf1_mut;2.3421649536906116e-16;gene-gene
3852;taf4b_mut;104.94438465801728;1.8645260569306662e-17;lipi_mut;2.4767002965350886e-16;gene-gene
4434;tumor_other_histologic_subtype;126.13947073745277;2.0576601797078885e-17;men1_mut;2.7128896689751908e-16;clinic-gene
4580;oncotree_code;126.13947073745277;2.0576601797078885e-17;men1_mut;2.7128896689751908e-16;clinic-gene
4726;cancer_type_detailed;126.13947073745277;2.0576601797078885e-17;men1_mut;2.7128896689751908e-16;clinic-gene
5731;ctnna1_mut;172.38780940236205;2.065632322734765e-17;apc_mut;2.7128896689751908e-16;gene-gene
5880;agtr2_mut;172.38780940236205;2.065632322734765e-17;apc_mut;2.7128896689751908e-16;gene-gene
6029;magea8_mut;172.38780940236202;2.0656323227347953e-17;apc_mut;2.7128896689751908e-16;gene-gene
3018;stk11_mut;270.3288132016807;2.1840804561909493e-17;birc6_mut;2.8630713222150403e-16;gene-gene
4649;cancer_type_detailed;252.76236936118087;2.2177959120700513e-17;utrn_mut;2.890996275677882e-16;clinic-gene
4357;tumor_other_histologic_subtype;252.76236936118087;2.2177959120700513e-17;utrn_mut;2.890996275677882e-16;clinic-gene
4503;oncotree_code;252.76236936118087;2.2177959120700513e-17;utrn_mut;2.890996275677882e-16;clinic-gene
5238;clrn2_mut;316.29608188315626;2.3563846160296983e-17;ryr2_mut;3.065932832811825e-16;gene-gene
6751;nr3c1_mut;210.9391972283119;2.5669381275154944e-17;myh9_mut;3.3336796834480963e-16;gene-gene
3906;hdac9_mut;315.77250638974795;2.7542983455334363e-17;ryr2_mut;3.5703678182267384e-16;gene-gene
6164;foxo1_mut;189.74654089596459;2.8309196305124116e-17;shank2_mut;3.662895455257448e-16;gene-gene
5290;clrn2_mut;157.95082961522803;3.2444073275647975e-17;ctnna3_mut;4.1901430679658485e-16;gene-gene
1400;myo3a_mut;208.35227577107918;3.4966736072708356e-17;nf1_mut;4.507612268265928e-16;gene-gene
3491;tumor_size;189.0861448587657;3.607919848101725e-17;shank2_mut;4.642455981341943e-16;clinic-gene
1526;ptprm_mut;279.2994895907792;4.087087538157017e-17;herc2_mut;5.249353056820419e-16;gene-gene
5728;ctnna1_mut;172.40291436867005;4.1671961628752556e-17;ubr5_mut;5.342421943120993e-16;gene-gene
1528;ptprm_mut;279.1246916126206;4.3163979443125504e-17;akap9_mut;5.523566380386775e-16;gene-gene
5679;ctnna1_mut;345.2903039907794;4.543037377307772e-17;ahnak_mut;5.802962002787824e-16;gene-gene
6748;nr3c1_mut;210.9635704184456;4.633137763429092e-17;thada_mut;5.907250648372092e-16;gene-gene
6889;tbl1xr1_mut;237.44432082438263;4.841589179460481e-17;notch1_mut;6.161782075936318e-16;gene-gene
6891;tbl1xr1_mut;237.42291964524424;4.876278576403845e-17;ncor2_mut;6.194646984242484e-16;gene-gene
1666;gldc_mut;403.66629169575526;5.5193037640960956e-17;map3k1_mut;6.998797713201347e-16;gene-gene
4939;nf2_mut;316.31653780042984;5.714745568690861e-17;ush2a_mut;7.233501320370118e-16;gene-gene
2333;fam20c_mut;134.4808579702765;5.74513035836993e-17;chd1_mut;7.258811177925984e-16;gene-gene
4216;large1_mut;236.883932503209;5.836211085531162e-17;notch1_mut;7.360578854622063e-16;gene-gene
3857;taf4b_mut;104.92712371190262;5.998581766927883e-17;chek2_mut;7.551728073067589e-16;gene-gene
4057;prkacg_mut;277.8410843275708;6.440883385334855e-17;herc2_mut;8.093966225419897e-16;gene-gene
4059;prkacg_mut;277.7643138381807;6.596696210166263e-17;akap9_mut;8.274886251424001e-16;gene-gene
5978;magea8_mut;345.2855840464482;6.902191068654007e-17;dnah11_mut;8.642582257470528e-16;gene-gene
3709;flt3_mut;99.35369844992749;7.339836293970471e-17;acvrl1_mut;9.174138852588854e-16;gene-gene
2714;sik1_mut;315.28676189902137;7.741415885341089e-17;ush2a_mut;9.658798712656818e-16;gene-gene
2035;kdm3a_mut;135.81796255248761;7.818847562700299e-17;pbrm1_mut;9.73801923718128e-16;gene-gene
5721;ctnna1_mut;172.4383497002196;8.247379398330356e-17;setd1a_mut;1.0235246866098437e-15;gene-gene
5572;dtwd2_mut;172.4383497002196;8.247379398330356e-17;setd1a_mut;1.0235246866098437e-15;gene-gene
4851;ppp2r2a_mut;145.72882943510584;8.543225531302118e-17;lifr_mut;1.0583602267235444e-15;gene-gene
1997;kdm3a_mut;183.06706537222843;8.906750732446444e-17;map2k4_mut;1.1014419003115628e-15;gene-gene
3385;ptpn22_mut;124.64948517564864;9.95530973570944e-17;smad4_mut;1.2267680621411351e-15;gene-gene
3534;tumor_size;124.64948517564862;9.955309735709513e-17;smad4_mut;1.2267680621411351e-15;clinic-gene
2477;npnt_mut;144.9859764072423;1.151539666485303e-16;lifr_mut;1.416515431290988e-15;gene-gene
2426;npnt_mut;241.00830482937704;1.2687761747163706e-16;col6a3_mut;1.5579857878283447e-15;gene-gene
5289;clrn2_mut;157.9619389825996;1.4400515216540867e-16;kdm6a_mut;1.7651999968065094e-15;gene-gene
2719;sik1_mut;274.889541884453;1.609981307706191e-16;akap9_mut;1.9700419259094845e-15;gene-gene
6121;foxo1_mut;474.3479459700602;1.640677988366616e-16;ahnak2_mut;2.0040938994261446e-15;gene-gene
5522;dtwd2_mut;350.766032935414;1.726858936933349e-16;pik3ca_mut;2.1056829655066855e-15;gene-gene
4002;hdac9_mut;104.9357496209869;1.82282546045988e-16;prkce_mut;2.2188295282636204e-15;gene-gene
1721;gldc_mut;161.07807238803264;1.8455969026074665e-16;asxl1_mut;2.242640966698847e-15;gene-gene
1122;fanca_mut;162.77387463079268;1.9672557594138154e-16;asxl2_mut;2.3863222206639457e-15;gene-gene
1421;myo3a_mut;166.39580611638644;2.0228030230395823e-16;apc_mut;2.4494496918505305e-15;gene-gene
3561;tumor_size;94.34591494196408;2.1779472352395807e-16;cdkn2a_mut;2.632753863774905e-15;clinic-gene
4286;large1_mut;118.21271501480689;2.3920188057169823e-16;cdkn1b_mut;2.8865346106294565e-15;gene-gene
3047;stk11_mut;180.011001038213;2.7340744207580435e-16;setd2_mut;3.2936168927304226e-15;gene-gene
5874;agtr2_mut;172.41806819201193;3.232995308763091e-16;rb1_mut;3.8812608629429065e-15;gene-gene
5427;prr16_mut;172.41806819201193;3.232995308763091e-16;rb1_mut;3.8812608629429065e-15;gene-gene
2051;kdm3a_mut;117.44272686377948;3.3288919386053654e-16;dcaf4l2_mut;3.989531385083308e-15;gene-gene
1692;gldc_mut;215.1696651763292;3.480917208199368e-16;atr_mut;4.164583653028935e-15;gene-gene
6888;tbl1xr1_mut;237.44432082438266;4.0636544837877435e-16;lama2_mut;4.853462201405977e-15;gene-gene
2903;type_of_breast_surgery;171.73736199036466;4.1624404287680626e-16;rb1_mut;4.962964381536255e-15;clinic-gene
4213;large1_mut;236.8983238441841;4.853048095218446e-16;col6a3_mut;5.776532715722535e-15;gene-gene
3039;stk11_mut;180.06921003045477;5.091731047595597e-16;ros1_mut;6.05032735196436e-15;gene-gene
3265;sik2_mut;89.79513687948133;5.117744156887151e-16;prkg1_mut;6.060623461723818e-15;gene-gene
3116;stk11_mut;89.79513687948133;5.117744156887151e-16;prkg1_mut;6.060623461723818e-15;gene-gene
3117;stk11_mut;89.7849303823611;5.142214058816304e-16;frmd3_mut;6.07929773755491e-15;gene-gene
1524;ptprm_mut;305.6514951859829;5.431530744927579e-16;ryr2_mut;6.4104907626366544e-15;gene-gene
1972;kdm3a_mut;294.9351666956069;5.875860751283388e-16;dnah5_mut;6.9232106356183855e-15;gene-gene
5282;clrn2_mut;157.98981698087243;6.01903485374249e-16;pik3r1_mut;7.068066642537714e-15;gene-gene
5133;ldlrap1_mut;157.98981698087235;6.019034853742578e-16;pik3r1_mut;7.068066642537714e-15;gene-gene
5285;clrn2_mut;157.97864780542255;6.044747564685721e-16;ctcf_mut;7.086350878264955e-15;gene-gene
5138;ldlrap1_mut;157.96750261102582;6.070514002808064e-16;fancd2_mut;7.09275607652517e-15;gene-gene
4989;nf2_mut;157.9675026110258;6.070514002808146e-16;fancd2_mut;7.09275607652517e-15;gene-gene
5085;ldlrap1_mut;316.4889042961979;7.227541955585589e-16;cdh1_mut;8.43052347974566e-15;gene-gene
1715;gldc_mut;161.14368557064694;7.366859405448011e-16;adgra2_mut;8.55690276025916e-15;gene-gene
4551;oncotree_code;126.24640843018805;7.384875289017138e-16;usp28_mut;8.55690276025916e-15;clinic-gene
4405;tumor_other_histologic_subtype;126.24640843018805;7.384875289017138e-16;usp28_mut;8.55690276025916e-15;clinic-gene
4697;cancer_type_detailed;126.24640843018805;7.384875289017138e-16;usp28_mut;8.55690276025916e-15;clinic-gene
2759;sik1_mut;157.30432666079145;7.817614302240056e-16;pik3r1_mut;9.043323034727031e-15;gene-gene
6382;nt5e_mut;93.83992489419423;9.245690653255179e-16;acvrl1_mut;1.0677626544511393e-14;gene-gene
3044;stk11_mut;180.04005826119462;9.69394723941759e-16;shank2_mut;1.1176833228021567e-14;gene-gene
3445;tumor_size;344.3774075282091;1.009754818850065e-15;pik3ca_mut;1.1622993277274143e-14;clinic-gene
1694;gldc_mut;215.15371868315583;1.0600615622099382e-15;ncor1_mut;1.218199035388296e-14;gene-gene
5871;agtr2_mut;172.43327110981394;1.1977587236230545e-15;thsd7a_mut;1.3719246232712123e-14;gene-gene
5722;ctnna1_mut;172.43327110981392;1.1977587236230707e-15;thsd7a_mut;1.3719246232712123e-14;gene-gene
5784;ctnna1_mut;85.18616966785082;1.2007638600861853e-15;kras_mut;1.3731157267466739e-14;gene-gene
4281;large1_mut;118.22796204687373;1.5077602698733695e-15;prkcq_mut;1.7213596414387636e-14;gene-gene
3164;sik2_mut;253.35438466978698;1.7142991312872494e-15;pde4dip_mut;1.9539654209305075e-14;gene-gene
4711;cancer_type_detailed;126.18204071295187;1.7738804532784078e-15;egfr_mut;2.012029663483155e-14;clinic-gene
4419;tumor_other_histologic_subtype;126.18204071295187;1.7738804532784078e-15;egfr_mut;2.012029663483155e-14;clinic-gene
4565;oncotree_code;126.18204071295187;1.7738804532784078e-15;egfr_mut;2.012029663483155e-14;clinic-gene
2605;nek1_mut;151.0337695060319;2.0791104905051675e-15;erbb3_mut;2.354415720771411e-14;gene-gene
2048;kdm3a_mut;117.44272686377948;2.098368075172707e-15;prkcq_mut;2.3723782752802108e-14;gene-gene
5862;agtr2_mut;172.46893685284167;2.246775197215147e-15;lamb3_mut;2.5197782187708583e-14;gene-gene
5863;agtr2_mut;172.46893685284167;2.246775197215147e-15;arid1b_mut;2.5197782187708583e-14;gene-gene
5714;ctnna1_mut;172.46893685284167;2.246775197215147e-15;arid1b_mut;2.5197782187708583e-14;gene-gene
5564;dtwd2_mut;172.46893685284164;2.2467751972151777e-15;lamb3_mut;2.5197782187708583e-14;gene-gene
5565;dtwd2_mut;172.46893685284164;2.2467751972151777e-15;arid1b_mut;2.5197782187708583e-14;gene-gene
790;ep300_mut;231.81766372231817;2.505384242556752e-15;lama2_mut;2.8053076446705172e-14;gene-gene
6221;foxo1_mut;93.87032287034684;2.896975171922443e-15;or6a2_mut;3.238586484195537e-14;gene-gene
6884;tbl1xr1_mut;237.4694689913225;3.0815174138993332e-15;utrn_mut;3.4393869282611246e-14;gene-gene
2709;sik1_mut;329.9325013133699;3.353894407960903e-15;ahnak_mut;3.737425873751648e-14;gene-gene
3608;flt3_mut;299.1183979414344;3.589701025143154e-15;ryr2_mut;3.993828194693506e-14;gene-gene
4211;large1_mut;236.93444195714738;3.650879103342018e-15;utrn_mut;4.0554359769555926e-14;gene-gene
4843;ppp2r2a_mut;145.75924151176022;3.759365502685301e-15;ctnna3_mut;4.1693153598828886e-14;gene-gene
4844;ppp2r2a_mut;145.75314606500925;3.7682064985981496e-15;brca1_mut;4.172497433550756e-14;gene-gene
796;ep300_mut;207.96739788555675;3.937039407024488e-15;pten_mut;4.352546572291155e-14;gene-gene
3989;hdac9_mut;105.00508672130523;3.9629130498073876e-15;gps2_mut;4.3742296175362115e-14;gene-gene
3595;flt3_mut;586.2825099308305;4.024141155710702e-15;tp53_mut;4.4348066648187186e-14;gene-gene
1853;sbno1_mut;117.99172153234991;4.034729481619012e-15;sf3b1_mut;4.4365235525356565e-14;gene-gene
3998;hdac9_mut;104.96168217393301;4.038398424807038e-15;foxp1_mut;4.4365235525356565e-14;gene-gene
6009;magea8_mut;172.49457852834135;4.187931941827774e-15;map2k4_mut;4.5935762131162726e-14;gene-gene
5718;ctnna1_mut;172.44343378099325;4.265787564013075e-15;ptprd_mut;4.649774993722275e-14;gene-gene
5420;prr16_mut;172.44343378099322;4.2657875640131365e-15;ptprd_mut;4.649774993722275e-14;gene-gene
5869;agtr2_mut;172.44343378099322;4.2657875640131365e-15;setd2_mut;4.649774993722275e-14;gene-gene
6018;magea8_mut;172.44343378099322;4.2657875640131365e-15;setd2_mut;4.649774993722275e-14;gene-gene
6600;ccnd3_mut;210.95949710904418;4.290359716588121e-15;ncor1_mut;4.669274663520436e-14;gene-gene
4783;ppp2r2a_mut;292.50676140630264;4.403297509065254e-15;gata3_mut;4.7847340117945464e-14;gene-gene
5130;ldlrap1_mut;157.9954105856927;4.7443010786603635e-15;alk_mut;5.147271993260863e-14;gene-gene
5284;clrn2_mut;157.97864780542253;4.774007086377712e-15;apc_mut;5.1714709321738093e-14;gene-gene
4141;prkacg_mut;111.20349845867088;4.78160375151127e-15;nrg3_mut;5.1716819522924526e-14;gene-gene
2469;npnt_mut;145.04722160101593;4.945325994187025e-15;ctnna3_mut;5.3404934654381376e-14;gene-gene
3927;hdac9_mut;210.3577498756626;5.2374406674129504e-15;ncor1_mut;5.647221904817019e-14;gene-gene
4502;oncotree_code;252.7957553709646;5.273055001232544e-15;birc6_mut;5.659421704087831e-14;clinic-gene
4648;cancer_type_detailed;252.7957553709646;5.273055001232544e-15;birc6_mut;5.659421704087831e-14;clinic-gene
4356;tumor_other_histologic_subtype;252.7957553709646;5.273055001232544e-15;birc6_mut;5.659421704087831e-14;clinic-gene
2761;sik1_mut;157.28184572467336;6.187024007555034e-15;apc_mut;6.630174346746476e-14;gene-gene
1813;sbno1_mut;393.76551547867336;6.306383238008392e-15;syne1_mut;6.74773348912169e-14;gene-gene
478;neoplasm_histologic_grade;308.355924891278;7.228852285649594e-15;cdh1_mut;7.722934391411883e-14;clinic-gene
6594;ccnd3_mut;210.98400403421357;7.26087202274671e-15;col12a1_mut;7.733492808373773e-14;gene-gene
6743;nr3c1_mut;210.9840040342136;7.260872022746809e-15;col12a1_mut;7.733492808373773e-14;gene-gene
5414;prr16_mut;172.47405406357046;7.858691662910275e-15;ros1_mut;8.357485334665766e-14;gene-gene
2610;nek1_mut;150.97454469876132;8.595236404292566e-15;pik3r1_mut;9.126887045105191e-14;gene-gene
3772;taf4b_mut;210.40699762030312;8.779654102836423e-15;col12a1_mut;9.308564979744778e-14;gene-gene
318;primary_tumor_laterality;71.89282873402954;9.04155009550636e-15;tumor_stage;9.57171371474287e-14;clinic-clinic
1072;fanca_mut;327.61404178261944;9.3676356548557e-15;dnah11_mut;9.901916841221902e-14;gene-gene
2160;er_status_measured_by_ihc;156.02668495557396;9.860124777475145e-15;alk_mut;1.0406751030244537e-13;clinic-gene
1146;fanca_mut;121.89265134553031;1.0253902066705416e-14;egfr_mut;1.0806035254912631e-13;gene-gene
3896;hdac9_mut;421.5106177888127;1.1430744066298316e-14;kmt2c_mut;1.2028103733618422e-13;gene-gene
6454;braf_mut;189.8014339273023;1.2291447505229782e-14;runx1_mut;1.2879584229264452e-13;gene-gene
6305;nt5e_mut;189.8014339273022;1.229144750522996e-14;runx1_mut;1.2879584229264452e-13;gene-gene
2577;nek1_mut;226.83509630606352;1.2295237843021884e-14;lama2_mut;1.2879584229264452e-13;gene-gene
6431;braf_mut;283.9681789469418;1.4394245288829002e-14;dnah5_mut;1.5055777220516204e-13;gene-gene
5717;ctnna1_mut;172.4587190546999;1.4575384446380715e-14;shank2_mut;1.5199733004009483e-13;gene-gene
5419;prr16_mut;172.45871905469988;1.4575384446380926e-14;shank2_mut;1.5199733004009483e-13;gene-gene
3334;ptpn22_mut;189.19651365001133;1.511144515277816e-14;runx1_mut;1.5735270831961402e-13;gene-gene
2555;nek1_mut;455.19594612806753;1.5867168032739076e-14;ahnak2_mut;1.6497604619754156e-13;gene-gene
4976;nf2_mut;158.03473504788946;1.747328177448622e-14;setd1a_mut;1.8113623109545285e-13;gene-gene
5274;clrn2_mut;158.03473504788946;1.747328177448622e-14;setd1a_mut;1.8113623109545285e-13;gene-gene
3256;sik2_mut;89.84633137297328;1.786828786719405e-14;lipi_mut;1.849566330786442e-13;gene-gene
2456;npnt_mut;145.19555785674467;1.9174114483481754e-14;erbb3_mut;1.9817978978711097e-13;gene-gene
1615;ptprm_mut;101.29371607308462;1.980937008459123e-14;rpgr_mut;2.0444323305914167e-13;gene-gene
4278;large1_mut;118.23559772809232;1.9983066831541717e-14;zfp36l1_mut;2.0568041416749537e-13;gene-gene
4417;tumor_other_histologic_subtype;126.18916218273375;2.004699614255966e-14;setdb1_mut;2.0568041416749537e-13;clinic-gene
4709;cancer_type_detailed;126.18916218273375;2.004699614255966e-14;setdb1_mut;2.0568041416749537e-13;clinic-gene
4563;oncotree_code;126.18916218273375;2.004699614255966e-14;setdb1_mut;2.0568041416749537e-13;clinic-gene
2468;npnt_mut;145.0718116777435;2.0092676674416364e-14;kdm6a_mut;2.0584682100314829e-13;gene-gene
3553;tumor_size;94.37503813792561;2.0233362332765123e-14;prkcz_mut;2.0668202137285074e-13;clinic-gene
3404;ptpn22_mut;94.37503813792561;2.0233362332765123e-14;prkcz_mut;2.0668202137285074e-13;gene-gene
3406;ptpn22_mut;94.36532013863862;2.0320665505388496e-14;prkce_mut;2.0696864414890588e-13;gene-gene
3555;tumor_size;94.36532013863862;2.0320665505388496e-14;prkce_mut;2.0696864414890588e-13;clinic-gene
6455;braf_mut;189.79683210137267;2.1615846272828362e-14;nf1_mut;2.1952022951781073e-13;gene-gene
6157;foxo1_mut;189.7968321013727;2.1615846272828652e-14;nf1_mut;2.1952022951781073e-13;gene-gene
6274;nt5e_mut;379.93826422923735;2.5466318627547185e-14;map3k1_mut;2.5824842997194803e-13;gene-gene
1668;gldc_mut;323.8130590088011;2.6215928796060295e-14;dnah11_mut;2.654310295626144e-13;gene-gene
2867;type_of_breast_surgery;258.10207654256703;2.6250585577181416e-14;akap9_mut;2.654310295626144e-13;clinic-gene
3170;sik2_mut;224.3984285262668;2.657789918804922e-14;col6a3_mut;2.6835228558800566e-13;gene-gene
3996;hdac9_mut;104.97901637599068;2.687226775150873e-14;map3k13_mut;2.7093295062018975e-13;gene-gene
4791;ppp2r2a_mut;291.93432836191573;2.7664852489326437e-14;ryr2_mut;2.785220811857692e-13;gene-gene
4130;prkacg_mut;111.24431665708262;2.809425693577831e-14;smad4_mut;2.8243823483493963e-13;gene-gene
4131;prkacg_mut;111.2361356571883;2.8190116298996148e-14;casp8_mut;2.8258872680213427e-13;gene-gene
4134;prkacg_mut;111.23613565718829;2.8190116298996363e-14;palld_mut;2.8258872680213427e-13;gene-gene
4841;ppp2r2a_mut;145.77145202579894;3.0671063739917837e-14;taf1_mut;3.070182268636188e-13;gene-gene
5375;prr16_mut;518.2871971722309;3.0992813825671175e-14;muc16_mut;3.0979512188836127e-13;gene-gene
2559;nek1_mut;378.6284625468012;3.536866280034661e-14;map3k1_mut;3.5302978140860253e-13;gene-gene
6145;foxo1_mut;189.90867780442946;3.626492311059208e-14;cbfb_mut;3.614593691493679e-13;gene-gene
6453;braf_mut;189.8106526424215;3.7481415842161794e-14;myh9_mut;3.730522115230548e-13;gene-gene
3030;stk11_mut;90.5263826512539;3.9044379710400885e-14;akt1_mut;3.880555918016657e-13;gene-gene
1665;gldc_mut;284.6343518630385;4.182233607937054e-14;gata3_mut;4.150748042422755e-13;gene-gene
3472;tumor_size;189.4121398742988;4.285820473883945e-14;cbfb_mut;4.247521652627961e-13;clinic-gene
4273;large1_mut;118.2585535880372;4.485645135827779e-14;egfr_mut;4.4392638192675197e-13;gene-gene
3261;sik2_mut;89.82582110549608;5.335962810985158e-14;chek2_mut;5.265871774061278e-13;gene-gene
3258;sik2_mut;89.82582110549605;5.335962810985236e-14;gh1_mut;5.265871774061278e-13;gene-gene
3552;tumor_size;94.37503813792561;5.6228654334906915e-14;clk3_mut;5.541179236078909e-13;clinic-gene
1891;sbno1_mut;117.50443287843396;6.085139822828629e-14;egfr_mut;5.988291822831497e-13;gene-gene
6152;foxo1_mut;189.83842988748484;6.41944920185014e-14;thada_mut;6.308395439286488e-13;gene-gene
3308;ptpn22_mut;284.18192970040116;7.167986388503099e-14;kmt2d_mut;7.034090013549319e-13;gene-gene
2466;npnt_mut;145.08412651488084;7.774186250643383e-14;fancd2_mut;7.618266386149413e-13;gene-gene
2300;fam20c_mut;167.47312705557218;8.44456980025266e-14;shank2_mut;8.263614733104389e-13;gene-gene
6885;tbl1xr1_mut;237.4658644406534;8.768687275153728e-14;tbx3_mut;8.568785733076797e-13;gene-gene
4268;large1_mut;118.28158294593275;9.86403958718472e-14;pbrm1_mut;9.62570455246643e-13;gene-gene
6706;nr3c1_mut;528.0090389538585;1.0935671594037292e-13;nottingham_prognostic_index;1.0656560310674833e-12;gene-clinic
1407;myo3a_mut;166.69251084317509;1.1096764974831543e-13;shank2_mut;1.0798481459491364e-12;gene-gene
4836;ppp2r2a_mut;145.80209325656307;1.1541270668388375e-13;asxl2_mut;1.1215418381088953e-12;gene-gene
2182;er_status_measured_by_ihc;125.46183779457667;1.2243078280885186e-13;l1cam_mut;1.1880887215075666e-12;clinic-gene
859;ep300_mut;103.46789277315591;1.2554297826397211e-13;dcaf4l2_mut;1.216600262316745e-12;gene-gene
